gene_id	gene_name	SS01	SS03
ENSG00000100505	TRIM9	25879	21611
ENSG00000139921	TMX1	3632	4613
ENSG00000139926	FRMD6	2497	1671
ENSG00000186469	GNG2	7861	9161
ENSG00000087302	C14orf166	5155	5619
ENSG00000087303	NID2	1544	1249
ENSG00000168229	PTGDR	0	0
ENSG00000125384	PTGER2	43	78
ENSG00000087301	TXNDC16	2017	2168
ENSG00000180998	GPR137C	1285	1027
ENSG00000197930	ERO1A	3653	3040
ENSG00000100519	PSMC6	3937	3944
ENSG00000198252	STYX	698	633
ENSG00000100522	GNPNAT1	1807	1614
ENSG00000073712	FERMT2	8813	8110
ENSG00000100523	DDHD1	2003	1628
ENSG00000125378	BMP4	153	242
ENSG00000100526	CDKN3	1373	1838
ENSG00000100528	CNIH1	4178	4762
ENSG00000197045	GMFB	5573	6170
ENSG00000100532	CGRRF1	1155	1478
ENSG00000020577	SAMD4A	9778	7085
ENSG00000131979	GCH1	520	404
ENSG00000198554	WDHD1	724	889
ENSG00000180008	SOCS4	3755	2558
ENSG00000168175	MAPK1IP1L	7446	7286
ENSG00000131981	LGALS3	5627	5735
ENSG00000126787	DLGAP5	1455	1803
ENSG00000178974	FBXO34	3529	3340
ENSG00000126775	ATG14	1645	1220
ENSG00000182521	TBPL2	3	0
ENSG00000126777	KTN1	11434	10620
ENSG00000139946	PELI2	2265	1691
ENSG00000070269	TMEM260	1496	1454
ENSG00000165588	OTX2	46	42
ENSG00000070367	EXOC5	4397	4405
ENSG00000053770	AP5M1	3641	2974
ENSG00000139977	NAA30	2211	2081
ENSG00000100557	C14orf105	160	209
ENSG00000151812	SLC35F4	563	467
ENSG00000139971	C14orf37	1056	1074
ENSG00000131966	ACTR10	3619	4179
ENSG00000100567	PSMA3	4246	4464
ENSG00000032219	ARID4A	3322	3695
ENSG00000196860	TOMM20L	1	2
ENSG00000100575	TIMM9	1033	1375
ENSG00000100578	KIAA0586	1352	1433
ENSG00000165617	DACT1	616	373
ENSG00000100592	DAAM1	3115	2557
ENSG00000181619	GPR135	213	127
ENSG00000126790	L3HYPDH	983	769
ENSG00000050130	JKAMP	3459	4304
ENSG00000151838	CCDC175	5	12
ENSG00000139970	RTN1	2489	2568
ENSG00000131951	LRRC9	20	18
ENSG00000126773	PCNX4	5058	4561
ENSG00000100612	DHRS7	2995	3142
ENSG00000100614	PPM1A	3362	3155
ENSG00000179008	C14orf39	76	42
ENSG00000184302	SIX6	1835	1903
ENSG00000126778	SIX1	2962	4109
ENSG00000100625	SIX4	1031	934
ENSG00000020426	MNAT1	1392	1353
ENSG00000126814	TRMT5	1028	1196
ENSG00000139974	SLC38A6	689	745
ENSG00000027075	PRKCH	38	48
ENSG00000182107	TMEM30B	0	0
ENSG00000258989	RP11-47I22.4	0	0
ENSG00000100644	HIF1A	14725	15208
ENSG00000023608	SNAPC1	1013	1088
ENSG00000139973	SYT16	912	772
ENSG00000140015	KCNH5	102	107
ENSG00000126785	RHOJ	3844	3557
ENSG00000179600	GPHB5	0	0
ENSG00000154001	PPP2R5E	3426	3581
ENSG00000140006	WDR89	495	681
ENSG00000126821	SGPP1	1014	1083
ENSG00000054654	SYNE2	2802	1980
ENSG00000140009	ESR2	40	32
ENSG00000100714	MTHFD1	6741	7145
ENSG00000089775	ZBTB25	658	659
ENSG00000179841	AKAP5	946	715
ENSG00000126804	ZBTB1	3138	3683
ENSG00000126803	HSPA2	226	292
ENSG00000165807	PPP1R36	46	50
ENSG00000126822	PLEKHG3	707	840
ENSG00000070182	SPTB	39	25
ENSG00000279654	AL135745.1	0	0
ENSG00000258289	CHURC1	1691	2088
ENSG00000125954	CHURC1-FNTB	0	0
ENSG00000176153	GPX2	1	0
ENSG00000139998	RAB15	2918	2762
ENSG00000257365	FNTB	853	711
ENSG00000125952	MAX	4963	4270
ENSG00000033170	FUT8	1947	2026
ENSG00000196553	LINC00238	4	3
ENSG00000171723	GPHN	2013	2662
ENSG00000172717	FAM71D	20	16
ENSG00000072415	MPP5	2560	2422
ENSG00000100554	ATP6V1D	6088	5817
ENSG00000134001	EIF2S1	5903	7120
ENSG00000100558	PLEK2	0	2
ENSG00000198133	TMEM229B	678	963
ENSG00000054690	PLEKHH1	1038	729
ENSG00000100564	PIGH	1158	1236
ENSG00000081181	ARG2	2200	1667
ENSG00000100568	VTI1B	3692	2736
ENSG00000258466	RP11-1012A1.4	0	2
ENSG00000072042	RDH11	7285	7294
ENSG00000139988	RDH12	32	20
ENSG00000072121	ZFYVE26	2974	1522
ENSG00000182185	RAD51B	132	186
ENSG00000185650	ZFP36L1	6720	5586
ENSG00000072110	ACTN1	13209	10397
ENSG00000139990	DCAF5	4705	4966
ENSG00000081177	EXD2	2956	2770
ENSG00000100626	GALNT16	395	244
ENSG00000100632	ERH	7404	7740
ENSG00000029364	SLC39A9	5469	3971
ENSG00000175985	PLEKHD1	36	27
ENSG00000267909	CCDC177	3	5
ENSG00000100647	SUSD6	2793	1939
ENSG00000100650	SRSF5	13447	11135
ENSG00000100652	SLC10A1	0	0
ENSG00000198732	SMOC1	832	890
ENSG00000100678	SLC8A3	1647	1910
ENSG00000133983	COX16	352	412
ENSG00000258644	SYNJ2BP-COX16	0	0
ENSG00000213463	SYNJ2BP	2635	2454
ENSG00000139985	ADAM21	27	33
ENSG00000134007	ADAM20	2	4
ENSG00000133997	MED6	1241	1298
ENSG00000133985	TTC9	2400	2943
ENSG00000006432	MAP3K9	2433	1862
ENSG00000100731	PCNX1	5409	4640
ENSG00000197555	SIPA1L1	10815	9534
ENSG00000182732	RGS6	9803	9901
ENSG00000280188	AC005477.1	31	35
ENSG00000205683	DPF3	3318	3528
ENSG00000119599	DCAF4	651	524
ENSG00000165861	ZFYVE1	3132	2968
ENSG00000119707	RBM25	7708	6419
ENSG00000080815	PSEN1	8196	8079
ENSG00000100767	PAPLN	56	30
ENSG00000133961	NUMB	3967	3050
ENSG00000187105	HEATR4	10	5
ENSG00000170468	C14orf169	794	823
ENSG00000184227	ACOT1	8	9
ENSG00000119673	ACOT2	139	156
ENSG00000177465	ACOT4	3	6
ENSG00000205669	ACOT6	1	1
ENSG00000119661	DNAL1	1835	1946
ENSG00000176903	PNMA1	8828	10890
ENSG00000156030	ELMSAN1	5461	3773
ENSG00000140043	PTGR2	299	355
ENSG00000258653	RP5-1021I20.4	0	0
ENSG00000119725	ZNF410	23	16
ENSG00000156050	FAM161B	539	529
ENSG00000119723	COQ6	1302	1143
ENSG00000187097	ENTPD5	547	576
ENSG00000279461	AC005480.1	1	0
ENSG00000119636	BBOF1	67	75
ENSG00000119711	ALDH6A1	985	1061
ENSG00000205659	LIN52	1321	1154
ENSG00000119614	VSX2	1	3
ENSG00000119688	ABCD4	5424	4738
ENSG00000133980	VRTN	0	0
ENSG00000183379	SYNDIG1L	17	14
ENSG00000119655	NPC2	5303	5109
ENSG00000165898	ISCA2	802	646
ENSG00000119681	LTBP2	341	211
ENSG00000119682	AREL1	4755	4451
ENSG00000119616	FCF1	1349	1593
ENSG00000119596	YLPM1	5307	5130
ENSG00000119608	PROX2	5	2
ENSG00000119689	DLST	6093	5361
ENSG00000198208	RPS6KL1	4022	3218
ENSG00000119630	PGF	274	212
ENSG00000119718	EIF2B2	3538	3082
ENSG00000119684	MLH3	833	1106
ENSG00000119640	ACYP1	736	702
ENSG00000119703	ZC2HC1C	66	70
ENSG00000119638	NEK9	4035	3229
ENSG00000170348	TMED10	20158	23090
ENSG00000170345	FOS	60730	61186
ENSG00000140044	JDP2	438	416
ENSG00000156127	BATF	4	2
ENSG00000119686	FLVCR2	36	35
ENSG00000119685	TTLL5	1266	1035
ENSG00000133935	C14orf1	2404	2393
ENSG00000119650	IFT43	1093	1167
ENSG00000119699	TGFB3	1844	1492
ENSG00000089916	GPATCH2L	5137	4332
ENSG00000119715	ESRRB	102	122
ENSG00000071246	VASH1	3315	4732
ENSG00000013523	ANGEL1	1518	1611
ENSG00000100565	LRRC74A	0	2
ENSG00000119669	IRF2BPL	9118	9724
ENSG00000198894	CIPC	2137	2931
ENSG00000259164	RP11-463C8.4	0	0
ENSG00000165548	TMEM63C	1697	1313
ENSG00000177108	ZDHHC22	2945	5202
ENSG00000165553	NGB	4	0
ENSG00000009830	POMT2	2736	2519
ENSG00000100577	GSTZ1	678	755
ENSG00000100580	TMED8	1545	1637
ENSG00000100583	SAMD15	65	37
ENSG00000165555	NOXRED1	34	21
ENSG00000280308	AF111168.1	0	0
ENSG00000151445	VIPAS39	950	934
ENSG00000100591	AHSA1	12270	10009
ENSG00000100593	ISM2	12	18
ENSG00000100596	SPTLC2	1755	1231
ENSG00000100601	ALKBH1	1037	1238
ENSG00000119705	SLIRP	2174	2516
ENSG00000100603	SNW1	5118	3944
ENSG00000197734	C14orf178	15	12
ENSG00000063761	ADCK1	717	788
ENSG00000021645	NRXN3	2968	2529
ENSG00000211448	DIO2	1397	1269
ENSG00000100629	CEP128	236	204
ENSG00000165409	TSHR	3	8
ENSG00000165417	GTF2A1	2072	2105
ENSG00000140022	STON2	391	357
ENSG00000071537	SEL1L	4784	4143
ENSG00000185070	FLRT2	3022	1884
ENSG00000054983	GALC	1013	1005
ENSG00000140030	GPR65	2	3
ENSG00000100433	KCNK10	866	809
ENSG00000042317	SPATA7	536	646
ENSG00000070778	PTPN21	1635	992
ENSG00000100722	ZC3H14	4994	4746
ENSG00000165521	EML5	91	60
ENSG00000165533	TTC8	953	942
ENSG00000053254	FOXN3	2624	2792
ENSG00000140025	EFCAB11	188	147
ENSG00000042088	TDP1	894	674
ENSG00000152315	KCNK13	12	8
ENSG00000100764	PSMC1	365	202
ENSG00000119720	NRDE2	1075	940
ENSG00000198668	CALM1	36428	39462
ENSG00000165914	TTC7B	1697	1761
ENSG00000100784	RPS6KA5	477	342
ENSG00000133943	C14orf159	1315	1397
ENSG00000119714	GPR68	237	104
ENSG00000015133	CCDC88C	370	353
ENSG00000100796	PPP4R3A	10066	8721
ENSG00000133962	CATSPERB	3	0
ENSG00000165929	TC2N	24	20
ENSG00000140092	FBLN5	301	199
ENSG00000100815	TRIP11	1474	1326
ENSG00000066427	ATXN3	909	759
ENSG00000279963	AL049872.1	1	0
ENSG00000183648	NDUFB1	2111	2369
ENSG00000165934	CPSF2	3046	2826
ENSG00000140090	SLC24A4	0	1
ENSG00000100599	RIN3	154	75
ENSG00000100600	LGMN	3561	3349
ENSG00000066455	GOLGA5	2820	2516
ENSG00000100604	CHGA	1631	1612
ENSG00000100605	ITPK1	5095	3720
ENSG00000165943	MOAP1	4273	4283
ENSG00000153485	TMEM251	612	686
ENSG00000259066	RP11-371E8.4	4	1
ENSG00000170270	GON7	586	522
ENSG00000012963	UBR7	4638	4005
ENSG00000011114	BTBD7	2048	1570
ENSG00000133958	UNC79	2262	1890
ENSG00000187581	COX8C	6	2
ENSG00000175785	PRIMA1	2518	1296
ENSG00000140067	FAM181A	1980	2198
ENSG00000100628	ASB2	78	26
ENSG00000175699	LINC00521	0	0
ENSG00000089723	OTUB2	208	241
ENSG00000089737	DDX24	11185	11625
ENSG00000165948	IFI27L1	956	907
ENSG00000165949	IFI27	529	565
ENSG00000119632	IFI27L2	2621	2762
ENSG00000119698	PPP4R4	78	55
ENSG00000140093	SERPINA10	1	0
ENSG00000170099	SERPINA6	13	10
ENSG00000197249	SERPINA1	490	423
ENSG00000186910	SERPINA11	0	0
ENSG00000170054	SERPINA9	2	2
ENSG00000165953	SERPINA12	0	0
ENSG00000100665	SERPINA4	1	2
ENSG00000188488	SERPINA5	3	7
ENSG00000273259	SERPINA3	4	0
ENSG00000196136	SERPINA3	17	19
ENSG00000133937	GSC	435	328
ENSG00000100697	DICER1	3072	2630
ENSG00000165959	CLMN	481	362
ENSG00000176438	SYNE3	427	258
ENSG00000182512	GLRX5	3550	3183
ENSG00000213231	TCL1B	0	0
ENSG00000100721	TCL1A	0	0
ENSG00000250366	TUNAR	8	3
ENSG00000227051	C14orf132	6277	6245
ENSG00000168398	BDKRB2	837	556
ENSG00000258691	RP11-404P21.8	0	0
ENSG00000100739	BDKRB1	72	66
ENSG00000066739	ATG2B	2742	1965
ENSG00000100744	GSKIP	1245	1598
ENSG00000140057	AK7	46	50
ENSG00000090060	PAPOLA	12366	12135
ENSG00000100749	VRK1	799	864
ENSG00000176605	C14orf177	0	0
ENSG00000127152	BCL11B	177	114
ENSG00000183576	SETD3	3340	3145
ENSG00000090061	CCNK	3974	3091
ENSG00000205476	CCDC85C	2097	1980
ENSG00000182218	HHIPL1	136	127
ENSG00000036530	CYP46A1	342	228
ENSG00000066629	EML1	6057	4777
ENSG00000196405	EVL	10107	8701
ENSG00000168350	DEGS2	22	23
ENSG00000100811	YY1	9170	9322
ENSG00000197119	SLC25A29	5470	3955
ENSG00000140107	SLC25A47	2	2
ENSG00000140105	WARS	4513	4298
ENSG00000176473	WDR25	477	476
ENSG00000183092	BEGAIN	516	237
ENSG00000185559	DLK1	124	36
ENSG00000254656	RTL1	53	16
ENSG00000197406	DIO3	0	0
ENSG00000078304	PPP2R5C	8116	7903
ENSG00000197102	DYNC1H1	26171	19170
ENSG00000080824	HSP90AA1	89858	85340
ENSG00000140153	WDR20	2410	2198
ENSG00000080823	MOK	1909	1202
ENSG00000022976	ZNF839	625	617
ENSG00000100865	CINP	1933	2041
ENSG00000196663	TECPR2	1761	1321
ENSG00000156381	ANKRD9	721	595
ENSG00000089902	RCOR1	4171	3092
ENSG00000131323	TRAF3	3234	3235
ENSG00000166126	AMN	55	47
ENSG00000198752	CDC42BPB	7800	7120
ENSG00000283071	RP11-736N17.11	0	1
ENSG00000205436	EXOC3L4	2	1
ENSG00000185215	TNFAIP2	125	90
ENSG00000100664	EIF5	24186	25754
ENSG00000075413	MARK3	10571	8575
ENSG00000166165	CKB	71659	67262
ENSG00000166166	TRMT61A	1728	1239
ENSG00000166170	BAG5	3928	4249
ENSG00000126214	KLC1	5665	4319
ENSG00000256500	RP11-73M18.2	0	0
ENSG00000256053	APOPT1	1417	1547
ENSG00000126215	XRCC3	827	811
ENSG00000100711	ZFYVE21	2448	1047
ENSG00000088808	PPP1R13B	1765	1348
ENSG00000156411	C14orf2	4220	4972
ENSG00000156414	TDRD9	0	0
ENSG00000227729	RD3L	0	0
ENSG00000166183	ASPG	0	0
ENSG00000066735	KIF26A	740	781
ENSG00000258986	TMEM179	758	853
ENSG00000184601	C14orf180	4	0
ENSG00000203485	INF2	7314	5894
ENSG00000185100	ADSSL1	166	147
ENSG00000184990	SIVA1	2576	2038
ENSG00000142208	AKT1	12868	11174
ENSG00000179627	ZBTB42	436	428
ENSG00000099814	CEP170B	5965	3707
ENSG00000166428	PLD4	4	4
ENSG00000185567	AHNAK2	992	755
ENSG00000140104	C14orf79	760	664
ENSG00000170779	CDCA4	1063	846
ENSG00000183484	GPR132	0	0
ENSG00000184916	JAG2	1514	1154
ENSG00000183828	NUDT14	955	724
ENSG00000185024	BRF1	3681	3228
ENSG00000184887	BTBD6	2217	2097
ENSG00000179364	PACS2	6788	4880
ENSG00000226174	TEX22	76	49
ENSG00000182979	MTA1	10080	7842
ENSG00000182809	CRIP2	11925	9257
ENSG00000213145	CRIP1	35	21
ENSG00000257341	AL928654.7	0	0
ENSG00000185347	C14orf80	813	612
ENSG00000184986	TMEM121	660	710
ENSG00000277322	GOLGA6L6	0	0
ENSG00000230031	POTEB2	0	0
ENSG00000278522	POTEB3	0	0
ENSG00000182974	RP11-294C11.1	0	0
ENSG00000279408	RP11-294C11.3	0	0
ENSG00000233917	POTEB	0	0
ENSG00000274102	OR4M2	0	0
ENSG00000183706	OR4N4	0	0
ENSG00000277865	GOLGA6L22	0	0
ENSG00000170113	NIPA1	1859	1935
ENSG00000140157	NIPA2	3295	3732
ENSG00000273749	CYFIP1	6077	5655
ENSG00000275835	TUBGCP5	1002	900
ENSG00000273976	GOLGA6L1	0	0
ENSG00000261739	GOLGA8S	0	0
ENSG00000174450	GOLGA6L2	0	5
ENSG00000179455	MKRN3	605	654
ENSG00000281873	AC126407.1	11	5
ENSG00000254585	MAGEL2	521	312
ENSG00000182636	NDN	1194	1010
ENSG00000185823	NPAP1	0	0
ENSG00000128739	SNRPN	2776	2814
ENSG00000273173	SNURF	17	12
ENSG00000214265	RP11-701H24.9	0	0
ENSG00000279735	AC124312.1	0	0
ENSG00000114062	UBE3A	5514	5022
ENSG00000206190	ATP10A	81	55
ENSG00000166206	GABRB3	1987	2536
ENSG00000186297	GABRA5	30	13
ENSG00000182256	GABRG3	0	4
ENSG00000104044	OCA2	13	12
ENSG00000128731	HERC2	5873	4679
ENSG00000153684	GOLGA8F	0	0
ENSG00000183629	GOLGA8G	0	0
ENSG00000188626	GOLGA8M	3	2
ENSG00000261649	GOLGA6L7P	0	0
ENSG00000034053	APBA2	15054	11729
ENSG00000104059	FAM189A1	121	41
ENSG00000185115	NSMCE3	2933	2167
ENSG00000104067	TJP1	5108	3443
ENSG00000179938	GOLGA8J	0	1
ENSG00000261247	GOLGA8T	0	0
ENSG00000166664	CHRFAM7A	0	2
ENSG00000186399	GOLGA8R	1	0
ENSG00000178115	GOLGA8Q	0	0
ENSG00000261794	GOLGA8H	0	0
ENSG00000187951	ARHGAP11B	630	545
ENSG00000198690	FAN1	1949	1887
ENSG00000166912	MTMR10	2335	2088
ENSG00000134160	TRPM1	8	5
ENSG00000169926	KLF13	7148	5219
ENSG00000169918	OTUD7A	80	69
ENSG00000175344	CHRNA7	3	9
ENSG00000249931	GOLGA8K	0	0
ENSG00000206127	GOLGA8O	0	0
ENSG00000232653	GOLGA8N	8	15
ENSG00000198826	ARHGAP11A	1674	2091
ENSG00000166922	SCG5	501	427
ENSG00000166923	GREM1	4	1
ENSG00000248905	FMN1	321	183
ENSG00000198838	RYR3	3850	2263
ENSG00000169857	AVEN	420	533
ENSG00000184984	CHRM5	5	3
ENSG00000134153	EMC7	5222	5313
ENSG00000182405	PGBD4	462	369
ENSG00000134152	KATNBL1	1343	1219
ENSG00000128463	EMC4	4593	4113
ENSG00000140199	SLC12A6	1171	899
ENSG00000182117	NOP10	4064	4731
ENSG00000184507	NUTM1	2	3
ENSG00000176454	LPCAT4	3575	2794
ENSG00000175265	GOLGA8A	1731	984
ENSG00000215252	GOLGA8B	1006	590
ENSG00000159248	GJD2	0	0
ENSG00000159251	ACTC1	12	22
ENSG00000021776	AQR	2552	2178
ENSG00000198146	ZNF770	3124	2821
ENSG00000255192	NANOGP8	0	1
ENSG00000134146	DPH6	231	243
ENSG00000186073	C15orf41	406	428
ENSG00000134138	MEIS2	3946	3707
ENSG00000166069	TMCO5A	0	1
ENSG00000166068	SPRED1	7734	6774
ENSG00000171262	FAM98B	2703	3017
ENSG00000172575	RASGRP1	132	183
ENSG00000175779	C15orf53	0	0
ENSG00000137801	THBS1	4755	3068
ENSG00000150667	FSIP1	229	260
ENSG00000166073	GPR176	1405	905
ENSG00000283382	AC023908.1	0	0
ENSG00000128829	EIF2AK4	2757	2769
ENSG00000140319	SRP14	9773	10473
ENSG00000104081	BMF	1045	788
ENSG00000156970	BUB1B	1267	1367
ENSG00000259288	BUB1B-PAK6	0	0
ENSG00000137843	PAK6	357	224
ENSG00000137841	PLCB2	23	23
ENSG00000230778	ANKRD63	1	4
ENSG00000188549	C15orf52	1655	1183
ENSG00000233041	PHGR1	1	0
ENSG00000140323	DISP2	1761	1491
ENSG00000128944	KNSTRN	1501	1904
ENSG00000128928	IVD	3786	3833
ENSG00000140320	BAHD1	4778	4262
ENSG00000169105	CHST14	1983	1329
ENSG00000128891	C15orf57	874	859
ENSG00000166133	RPUSD2	680	613
ENSG00000137812	KNL1	1113	1295
ENSG00000279084	AC022405.1	0	0
ENSG00000051180	RAD51	366	481
ENSG00000137824	RMDN3	3470	2516
ENSG00000137880	GCHFR	219	215
ENSG00000104129	DNAJC17	967	1059
ENSG00000188277	C15orf62	119	69
ENSG00000166140	ZFYVE19	1366	1253
ENSG00000166143	PPP1R14D	0	0
ENSG00000166145	SPINT1	101	49
ENSG00000104140	RHOV	67	59
ENSG00000104142	VPS18	2759	2415
ENSG00000128917	DLL4	66	36
ENSG00000128965	CHAC1	100	111
ENSG00000128908	INO80	4133	3740
ENSG00000178997	EXD1	3	2
ENSG00000187446	CHP1	3799	3582
ENSG00000104147	OIP5	383	422
ENSG00000137804	NUSAP1	6236	6817
ENSG00000137806	NDUFAF1	998	1338
ENSG00000137815	RTF1	4889	4869
ENSG00000137825	ITPKA	986	951
ENSG00000062524	LTK	625	574
ENSG00000103932	RPAP1	2333	2418
ENSG00000092445	TYRO3	5954	6903
ENSG00000174197	MGA	1905	1616
ENSG00000137802	MAPKBP1	4958	2563
ENSG00000279937	AC073657.1	2	0
ENSG00000243789	JMJD7	11	1
ENSG00000168970	JMJD7-PLA2G4B	422	198
ENSG00000243708	PLA2G4B	43	28
ENSG00000137877	SPTBN5	121	46
ENSG00000103966	EHD4	2741	1535
ENSG00000188089	PLA2G4E	0	0
ENSG00000159337	PLA2G4D	0	0
ENSG00000168907	PLA2G4F	1	0
ENSG00000166887	VPS39	4769	4473
ENSG00000103978	TMEM87A	4894	3952
ENSG00000214013	GANC	744	654
ENSG00000092529	CAPN3	25	16
ENSG00000103994	ZNF106	2506	2168
ENSG00000092531	SNAP23	1719	1489
ENSG00000180979	LRRC57	814	892
ENSG00000137814	HAUS2	1815	1938
ENSG00000159433	STARD9	1323	657
ENSG00000140326	CDAN1	1777	1285
ENSG00000128881	TTBK2	2822	2182
ENSG00000159459	UBR1	3720	2710
ENSG00000166947	EPB42	2	4
ENSG00000137842	TMEM62	870	834
ENSG00000166946	CCNDBP1	1366	1402
ENSG00000104055	TGM5	36	25
ENSG00000159495	TGM7	0	0
ENSG00000168806	LCMT2	916	744
ENSG00000168803	ADAL	477	570
ENSG00000140265	ZSCAN29	1942	1691
ENSG00000137822	TUBGCP4	2365	2620
ENSG00000067369	TP53BP1	8685	7175
ENSG00000166963	MAP1A	12372	12709
ENSG00000168781	PPIP5K1	598	483
ENSG00000237289	CKMT1B	246	237
ENSG00000242866	STRC	2	3
ENSG00000166762	CATSPER2	23	27
ENSG00000223572	CKMT1A	165	155
ENSG00000167004	PDIA3	25029	20893
ENSG00000128886	ELL3	2	2
ENSG00000262560	RP11-296A16.1	0	0
ENSG00000140264	SERF2	15259	14905
ENSG00000279808	AC018512.1	0	0
ENSG00000184716	SERINC4	35	38
ENSG00000242028	HYPK	145	103
ENSG00000140259	MFAP1	2115	2670
ENSG00000092470	WDR76	931	1148
ENSG00000171877	FRMD5	7468	5203
ENSG00000166734	CASC4	8872	8275
ENSG00000137770	CTDSPL2	3038	3121
ENSG00000104131	EIF3J	5485	5541
ENSG00000104133	SPG11	2811	2816
ENSG00000229474	PATL2	75	51
ENSG00000166710	B2M	108312	114167
ENSG00000185880	TRIM69	3414	4614
ENSG00000167014	TERB2	0	0
ENSG00000140263	SORD	323	342
ENSG00000140279	DUOX2	34	16
ENSG00000140274	DUOXA2	0	0
ENSG00000140254	DUOXA1	4	3
ENSG00000137857	DUOX1	3	8
ENSG00000138606	SHF	1116	1281
ENSG00000137860	SLC28A2	0	0
ENSG00000171766	GATM	4879	4883
ENSG00000171763	SPATA5L1	865	1013
ENSG00000166920	C15orf48	13	3
ENSG00000104154	SLC30A4	914	660
ENSG00000104164	BLOC1S6	7741	6479
ENSG00000260170	RP11-96O20.4	0	0
ENSG00000137767	SQRDL	194	180
ENSG00000259752	AC066615.1	0	0
ENSG00000137872	SEMA6D	7941	5518
ENSG00000188467	SLC24A5	27	22
ENSG00000104177	MYEF2	5791	5318
ENSG00000233932	CTXN2	83	76
ENSG00000074803	SLC12A1	28	14
ENSG00000128951	DUT	2697	2860
ENSG00000166147	FBN1	1274	649
ENSG00000103995	CEP152	768	637
ENSG00000185634	SHC4	944	994
ENSG00000255302	EID1	11044	12382
ENSG00000138593	SECISBP2L	3926	3185
ENSG00000166200	COPS2	5036	5287
ENSG00000156958	GALK2	923	970
ENSG00000166262	FAM227B	104	125
ENSG00000140285	FGF7	153	98
ENSG00000104047	DTWD1	660	713
ENSG00000104043	ATP8B4	13	3
ENSG00000140284	SLC27A2	5	5
ENSG00000140287	HDC	8	25
ENSG00000104064	GABPB1	2425	2257
ENSG00000138592	USP8	3475	3154
ENSG00000170236	USP50	7	4
ENSG00000092439	TRPM7	2452	1762
ENSG00000138600	SPPL2A	2270	1853
ENSG00000081014	AP4E1	778	563
ENSG00000183578	TNFAIP8L3	80	61
ENSG00000137869	CYP19A1	228	200
ENSG00000186417	GLDN	145	124
ENSG00000104093	DMXL2	2599	2634
ENSG00000104112	SCG3	17715	21345
ENSG00000140280	LYSMD2	599	868
ENSG00000128872	TMOD2	5909	5149
ENSG00000138594	TMOD3	3514	2903
ENSG00000166477	LEO1	1871	2188
ENSG00000069956	MAPK6	3083	3537
ENSG00000137875	BCL2L10	13	5
ENSG00000069966	GNB5	1587	1653
ENSG00000128833	MYO5C	166	170
ENSG00000197535	MYO5A	4431	4112
ENSG00000280817	AC018902.1	0	0
ENSG00000128989	ARPP19	13096	15583
ENSG00000047346	FAM214A	2825	2151
ENSG00000169856	ONECUT1	17	11
ENSG00000166415	WDR72	1	0
ENSG00000137766	UNC13C	303	159
ENSG00000137876	RSL24D1	3737	3622
ENSG00000069974	RAB27A	946	810
ENSG00000225973	PIGBOS1	329	361
ENSG00000069943	PIGB	354	330
ENSG00000260916	CCPG1	689	568
ENSG00000261652	C15orf65	46	55
ENSG00000256061	DYX1C1	42	17
ENSG00000171016	PYGO1	965	802
ENSG00000166450	PRTG	61	48
ENSG00000069869	NEDD4	1498	1086
ENSG00000181827	RFX7	2925	2980
ENSG00000151575	TEX9	300	290
ENSG00000138587	MNS1	319	254
ENSG00000137871	ZNF280D	1456	1469
ENSG00000140262	TCF12	20411	26750
ENSG00000128849	CGNL1	413	495
ENSG00000137878	GCOM1	2	2
ENSG00000263155	MYZAP	27	36
ENSG00000255529	POLR2M	1004	1024
ENSG00000128918	ALDH1A2	148	113
ENSG00000103569	AQP9	1	1
ENSG00000166035	LIPC	1	1
ENSG00000137845	ADAM10	8114	5289
ENSG00000128923	FAM63B	2701	2254
ENSG00000157450	RNF111	2565	2457
ENSG00000137776	SLTM	6221	5230
ENSG00000157456	CCNB2	2022	2802
ENSG00000157483	MYO1E	576	374
ENSG00000171989	LDHAL6B	12	8
ENSG00000157470	FAM81A	72	55
ENSG00000140297	GCNT3	3	3
ENSG00000140307	GTF2A2	3403	3676
ENSG00000140299	BNIP2	3346	2797
ENSG00000171956	FOXB1	1	3
ENSG00000182718	ANXA2	14269	11311
ENSG00000128915	ICE2	1292	1418
ENSG00000069667	RORA	1316	953
ENSG00000129003	VPS13C	3242	2141
ENSG00000198535	C2CD4A	49	23
ENSG00000205502	C2CD4B	0	1
ENSG00000171914	TLN2	892	738
ENSG00000140416	TPM1	3986	3631
ENSG00000103642	LACTB	680	716
ENSG00000185088	RPS27L	9616	11178
ENSG00000166128	RAB8B	4686	3616
ENSG00000138613	APH1B	967	1353
ENSG00000074410	CA12	6482	6790
ENSG00000140455	USP3	2097	2216
ENSG00000197361	FBXL22	5	2
ENSG00000103657	HERC1	3309	2276
ENSG00000035664	DAPK2	164	168
ENSG00000166797	FAM96A	1472	1391
ENSG00000028528	SNX1	6355	6744
ENSG00000157734	SNX22	838	771
ENSG00000166794	PPIB	36105	30065
ENSG00000169118	CSNK1G1	2268	1815
ENSG00000259316	CTD-2116N17.1	2	2
ENSG00000166803	KIAA0101	127	148
ENSG00000103671	TRIP4	1099	1325
ENSG00000180357	ZNF609	3432	3222
ENSG00000180304	OAZ2	9126	9585
ENSG00000166831	RBPMS2	23	41
ENSG00000140451	PIF1	758	647
ENSG00000241839	PLEKHO2	1444	1483
